"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0010810","regulation of cell-substrate adhesion","37/1562","221/18888",0.167420814479638,2.02448421503931,4.59977929808059,2.84835511094943e-05,0.0145991146504844,0.0138710805355231,"3717/1012/57091/2192/2041/26073/998/5034/4811/8874/3728/5590/5318/1946/6385/201294/7448/253725/673/948/10630/4851/5879/1601/7094/6239/23499/23332/25890/2013/6281/6251/151887/9448/5295/91663/2316",37
"GO:0043254","regulation of protein-containing complex assembly","59/1562","418/18888",0.141148325358852,1.70679229793725,4.38752244655628,3.53045223939649e-05,0.0165872414380979,0.0157600626721831,"3071/7415/64857/84079/51571/2241/10142/3054/6653/3312/81553/10602/4926/998/55755/122060/55719/146206/24144/157922/81857/8874/5590/64581/11124/2580/119/23271/1452/7157/253725/3304/4478/948/57704/29103/24139/5879/5894/221074/54434/6249/25959/830/85477/23332/6709/9530/5336/6812/57606/140609/1003/5908/23406/54552/9659/382/91663",59
"GO:0045785","positive regulation of cell adhesion","66/1562","485/18888",0.136082474226804,1.6455350660665,4.32433414280617,3.98692977889846e-05,0.0172910077641766,0.0164287333156391,"3071/861/399/2319/7409/3913/3717/1012/57091/567/51571/2041/3133/960/5645/26073/5170/998/5034/7535/6810/6605/4811/8874/6484/3728/5590/10326/972/572/4651/6385/201294/7448/673/948/10630/463/5879/6809/9092/9580/1601/6659/3115/6239/84034/25890/2013/9530/6281/6251/7052/151887/8876/7784/5788/9448/57492/923/91663/23308/55274/961/864/2316",66
"GO:0048015","phosphatidylinositol-mediated signaling","9/1562","23/18888",0.391304347826087,4.73172632633747,5.37672902442578,4.95944032854763e-05,0.0192114361790005,0.0182533930873086,"5335/5287/5293/5298/5289/5297/51196/2260/5336",9
"GO:0071826","protein-RNA complex organization","39/1562","244/18888",0.15983606557377,1.93276799395479,4.40323487186846,5.11123701108562e-05,0.0192114361790005,0.0182533930873086,"7415/26827/7536/11051/6733/6936/8161/23246/24144/10728/6627/9169/8661/6433/5433/11171/10659/10594/10772/6426/60680/11338/9092/57035/51065/121053/3326/8607/7919/23451/55052/192669/51631/6223/56853/10480/7520/6169/55692",39
"GO:0003197","endocardial cushion development","14/1562","52/18888",0.269230769230769,3.25558948094159,4.89035336590229,5.81237100537338e-05,0.0193265474815349,0.0183627639763132,"78987/90/653/2253/6909/4851/4087/324/6591/7046/4194/2065/3516/4487",14
"GO:0072666","establishment of protein localization to vacuole","16/1562","65/18888",0.246153846153846,2.97653895400374,4.79281300508345,5.82744425658201e-05,0.0193265474815349,0.0183627639763132,"6653/3312/8027/7805/137492/93343/54832/51160/5289/22879/23230/55275/55187/9648/51542/6272",16
"GO:0031122","cytoplasmic microtubule organization","15/1562","59/18888",0.254237288135593,3.07428546626446,4.79130428079349,6.60042531157665e-05,0.0206739988370384,0.0196430201231658,"84376/10844/79745/4926/122060/10345/23271/29911/79768/27229/6249/55704/23332/57606/440193",15
"GO:0003203","endocardial cushion morphogenesis","12/1562","41/18888",0.292682926829268,3.53917741482152,4.88693665279509,8.03356128110801e-05,0.0226466092514435,0.0215172596629256,"90/653/2253/6909/4851/4087/324/6591/7046/4194/3516/4487",12
"GO:0006458","'de novo' protein folding","12/1562","41/18888",0.292682926829268,3.53917741482152,4.88693665279509,8.03356128110801e-05,0.0226466092514435,0.0215172596629256,"30001/3312/27000/10728/10576/3306/972/2580/56886/3304/3337/11080",12
"GO:0034067","protein localization to Golgi apparatus","10/1562","30/18888",0.333333333333333,4.03072983354673,4.98807397506992,9.35405933685401e-05,0.0227170101216602,0.0215841497561899,"83452/6653/54832/2580/23230/55187/9648/55690/10139/158866",10
"GO:0031110","regulation of microtubule polymerization or depolymerization","20/1562","96/18888",0.208333333333333,2.51920614596671,4.4806257787254,9.56340394099605e-05,0.0227170101216602,0.0215841497561899,"10142/4926/55755/122060/157922/8874/10982/23271/146057/3304/57704/324/24139/5879/221074/6249/23332/57606/1003/9659",20
"GO:0022618","protein-RNA complex assembly","37/1562","234/18888",0.158119658119658,1.91201286975935,4.2149823390824,9.90170537361531e-05,0.0227170101216602,0.0215841497561899,"26827/7536/11051/6733/6936/8161/23246/10728/6627/9169/8661/6433/5433/11171/10659/10594/10772/6426/60680/11338/9092/57035/51065/121053/3326/8607/7919/23451/55052/192669/51631/6223/56853/10480/7520/6169/55692",37
"GO:0006623","protein targeting to vacuole","13/1562","48/18888",0.270833333333333,3.27496798975672,4.73836279469441,9.93275583268884e-05,0.0227170101216602,0.0215841497561899,"6653/3312/7805/137492/54832/5289/22879/23230/55275/55187/9648/51542/6272",13
"GO:1902905","positive regulation of supramolecular fiber organization","30/1562","175/18888",0.171428571428571,2.07294677153832,4.28152360542646,0.000101053526081491,0.0227170101216602,0.0215841497561899,"3071/2241/2041/10142/10602/4926/998/55755/122060/146206/6385/253725/3304/171024/673/7148/91807/5879/6249/85477/55704/23332/9530/6281/57606/7046/9659/382/961/2316",30
"GO:0031109","microtubule polymerization or depolymerization","25/1562","135/18888",0.185185185185185,2.23929435197041,4.33889187593489,0.000106031140603384,0.0227170101216602,0.0215841497561899,"10844/10142/2801/4926/55755/122060/157922/8874/10982/23271/146057/3304/27229/57704/324/24139/5879/221074/6249/23332/7756/57606/1003/4134/9659",25
"GO:0051495","positive regulation of cytoskeleton organization","31/1562","184/18888",0.168478260869565,2.03727105717308,4.24528425045009,0.000108790222292449,0.0227170101216602,0.0215841497561899,"3071/2241/2041/10142/10602/4926/998/55755/122060/146206/29899/79768/6385/253725/3304/171024/673/91807/5879/6249/85477/55704/23332/9530/6281/57606/7046/9659/382/961/2316",31
"GO:0034063","stress granule assembly","10/1562","31/18888",0.32258064516129,3.9007062905291,4.85312137541835,0.000127908828891926,0.025513274950384,0.0242409694035781,"4076/11273/51657/9908/1656/5562/10146/26065/1965/2332",10
"GO:1900026","positive regulation of substrate adhesion-dependent cell spreading","12/1562","43/18888",0.27906976744186,3.37456451180657,4.68050786892314,0.000133587915399522,0.025513274950384,0.0242409694035781,"57091/998/5034/8874/201294/673/5879/1601/6239/6281/91663/2316",12
"GO:0051084","'de novo' post-translational protein folding","11/1562","37/18888",0.297297297297297,3.59497525694709,4.7439459955278,0.000135757050108464,0.025513274950384,0.0242409694035781,"30001/3312/10728/10576/3306/972/2580/56886/3304/3337/11080",11
"GO:0006986","response to unfolded protein","25/1562","138/18888",0.181159420289855,2.19061403997105,4.21485614562228,0.000152510775187285,0.0277372822743843,0.0263540690977281,"7415/30001/64224/3312/51283/23471/5770/3300/3306/79668/267/90993/153222/54431/3315/79871/3337/3326/11080/2081/118424/5295/89890/51009/1965",25
"GO:0072659","protein localization to plasma membrane","43/1562","293/18888",0.146757679180887,1.77462166732945,4.01234445317433,0.000163221748929856,0.0287576318895791,0.0273235355363171,"2319/23136/7871/2181/23043/6653/682/5170/51225/9528/6810/84106/7132/3728/5590/3767/2580/5318/9914/6521/1804/80852/6809/1601/30844/23499/55704/2013/1173/9530/145567/6281/6812/65267/5295/382/51125/55690/8673/79156/10139/2316/22979",43
"GO:0031116","positive regulation of microtubule polymerization","10/1562","32/18888",0.3125,3.77880921895006,4.72369431518192,0.000172350998396614,0.0294459069381852,0.027977487427125,"10142/4926/55755/122060/3304/5879/6249/23332/57606/9659",10
"GO:0090084","negative regulation of inclusion body assembly","6/1562","12/18888",0.5,6.0460947503201,5.25005544053077,0.000189107168068013,0.0313584180461018,0.0297946247151121,"10049/6653/3300/3306/3304/3337",6
"GO:0048025","negative regulation of mRNA splicing, via spliceosome","8/1562","22/18888",0.363636363636364,4.39715981841462,4.78696501906029,0.00023920935000885,0.0383543082306241,0.0364416412288131,"8241/6433/10772/11338/3190/6429/56853/57060",8
"GO:0050684","regulation of mRNA processing","24/1562","134/18888",0.17910447761194,2.16576528369675,4.06620632153669,0.000244901577918139,0.0383543082306241,0.0364416412288131,"984/8241/7536/6733/6428/728642/6294/54715/6433/10659/3191/10772/60680/11338/677/3190/54502/6434/51341/1655/6429/56853/2332/57060",24
"GO:0072665","protein localization to vacuole","18/1562","88/18888",0.204545454545455,2.47340239785822,4.15964850349006,0.000267240962842431,0.0407217445542061,0.0386910173514973,"6653/3312/8027/7805/137492/389541/93343/54832/51160/5289/22879/57707/23230/55275/55187/9648/51542/6272",18
"GO:0003272","endocardial cushion formation","9/1562","28/18888",0.321428571428571,3.88677519663435,4.58980237689363,0.000286875315384669,0.0415831044949624,0.0395094226722548,"90/653/2253/6909/4851/6591/7046/3516/4487",9
"GO:1902743","regulation of lamellipodium organization","13/1562","53/18888",0.245283018867925,2.96600874544005,4.30341686787806,0.000293493037402755,0.0415831044949624,0.0395094226722548,"57175/2241/960/51225/998/146206/8874/26053/10630/5879/51196/6239/5295",13
"GO:0035966","response to topologically incorrect protein","26/1562","152/18888",0.171052631578947,2.06840083563582,3.97091347511195,0.000295020251826622,0.0415831044949624,0.0395094226722548,"7415/30001/64224/3312/51283/23471/5770/55658/3300/3306/79668/267/90993/153222/54431/3315/79871/3337/3326/11080/2081/118424/5295/89890/51009/1965",26
"GO:0061077","chaperone-mediated protein folding","16/1562","75/18888",0.213333333333333,2.57966709346991,4.11566507213724,0.000349603305891754,0.0480747180150661,0.0456773099790279,"10049/30001/3312/10728/10576/3300/3306/972/2580/3304/3315/5204/55898/3337/11080/1457",16
"GO:0007034","vacuolar transport","28/1562","171/18888",0.16374269005848,1.98000763753173,3.86529144241165,0.000371200822080414,0.0498292913068898,0.0473443855530633,"7415/84376/26175/6653/2896/3312/8027/7805/137492/4864/93343/54832/2580/51160/29911/5289/57724/22879/23230/55275/55187/7782/138050/51652/9648/51542/6272/79156",28
"GO:0034661","ncRNA catabolic process","13/1562","55/18888",0.236363636363636,2.8581538819695,4.14358372355153,0.000433345351027175,0.0568186299788654,0.053985177267498,"378938/7503/162989/54512/54555/53918/23053/118460/6921/54464/5073/283131/729082",13
"GO:0050686","negative regulation of mRNA processing","8/1562","24/18888",0.333333333333333,4.03072983354673,4.46075941644349,0.000473733840514609,0.0583208693765148,0.0554125024284617,"8241/6433/10772/11338/3190/6429/56853/57060",8
"GO:0031112","positive regulation of microtubule polymerization or depolymerization","10/1562","36/18888",0.277777777777778,3.35894152795561,4.2536579180347,0.000500443998624041,0.0583208693765148,0.0554125024284617,"10142/4926/55755/122060/3304/5879/6249/23332/57606/9659",10
"GO:0098927","vesicle-mediated transport between endosomal compartments","12/1562","49/18888",0.244897959183673,2.96135253076903,4.1276002208706,0.000505150079010264,0.0583208693765148,0.0554125024284617,"84376/84079/6653/29911/5289/4478/23011/1601/2013/51652/5605/2316",12
"GO:0000377","RNA splicing, via transesterification reactions with bulged adenosine as nucleophile","46/1562","337/18888",0.136498516320475,1.65056592590341,3.61822400418742,0.000521544253919193,0.0583208693765148,0.0554125024284617,"22794/220988/8241/26827/7536/338657/6733/6936/8161/3312/26986/6428/3189/24144/54715/6627/9169/6433/3183/11171/10659/3191/10594/10772/6426/60680/11338/9092/6638/57035/51759/3190/54502/7919/23451/11100/10212/6434/51631/51341/1655/6429/56853/2332/57060/55692",46
"GO:0000398","mRNA splicing, via spliceosome","46/1562","337/18888",0.136498516320475,1.65056592590341,3.61822400418742,0.000521544253919193,0.0583208693765148,0.0554125024284617,"22794/220988/8241/26827/7536/338657/6733/6936/8161/3312/26986/6428/3189/24144/54715/6627/9169/6433/3183/11171/10659/3191/10594/10772/6426/60680/11338/9092/6638/57035/51759/3190/54502/7919/23451/11100/10212/6434/51631/51341/1655/6429/56853/2332/57060/55692",46
"GO:0051235","maintenance of location","46/1562","337/18888",0.136498516320475,1.65056592590341,3.61822400418742,0.000521544253919193,0.0583208693765148,0.0554125024284617,"4481/30001/1234/123/10142/6653/5170/9619/29899/10210/5335/4842/4864/54832/23345/11124/3073/642489/2200/57338/6672/6500/10345/6348/79068/948/2495/5144/8605/9908/6263/55636/23230/51196/85477/55187/55704/3064/5552/5467/6721/5336/4052/5788/2867/2316",46
"GO:0140694","non-membrane-bounded organelle assembly","54/1562","413/18888",0.130750605326877,1.58106109693601,3.58490335300812,0.000522842635874182,0.0583208693765148,0.0554125024284617,"197135/2318/203068/10844/25914/29128/4076/23246/11273/26073/2801/4926/55755/9735/8087/9133/29899/51657/84142/80152/347688/10982/8837/22995/3304/4478/8605/27229/9908/1656/91807/672/51065/23332/219988/27063/11214/3856/7756/5562/10146/51652/140609/80254/55052/65267/26065/6223/7520/6169/2316/1965/10735/2332",54
"GO:1990778","protein localization to cell periphery","48/1562","356/18888",0.134831460674157,1.63040757312003,3.60543877297583,0.000527556640333851,0.0583208693765148,0.0554125024284617,"2319/51248/23136/7871/2181/23043/6653/682/4926/5170/51225/9528/9135/29899/6810/84106/7132/3728/5590/3767/2580/5318/9914/6521/1804/80852/6809/1601/30844/23499/55704/2013/1173/9530/145567/6281/6812/65267/5295/382/91663/51125/55690/8673/79156/10139/2316/22979",48
"GO:0010587","miRNA catabolic process","7/1562","19/18888",0.368421052631579,4.45501718444639,4.52402941403982,0.000540026288697956,0.0585513118399822,0.0556314531008886,"378938/7503/23053/6921/5073/283131/729082",7
"GO:0000375","RNA splicing, via transesterification reactions","46/1562","341/18888",0.134897360703812,1.63120444876671,3.53169552086088,0.000674299878627746,0.0706696887087559,0.0671455062151302,"22794/220988/8241/26827/7536/338657/6733/6936/8161/3312/26986/6428/3189/24144/54715/6627/9169/6433/3183/11171/10659/3191/10594/10772/6426/60680/11338/9092/6638/57035/51759/3190/54502/7919/23451/11100/10212/6434/51631/51341/1655/6429/56853/2332/57060/55692",46
"GO:0031346","positive regulation of cell projection organization","48/1562","360/18888",0.133333333333333,1.61229193341869,3.52182982625547,0.000676864702070383,0.0706696887087559,0.0671455062151302,"100287171/57175/84079/9148/27020/4076/653/2896/375790/4914/10602/998/146206/51657/8874/54849/26053/1523/8837/1946/6474/54869/673/23394/6792/324/5879/6498/7436/23011/8655/4916/51196/6239/23499/55704/3064/816/2260/140578/7046/2011/5295/382/5605/2316/158866/2332",48
"GO:0051056","regulation of small GTPase mediated signal transduction","42/1562","304/18888",0.138157894736842,1.6706314441674,3.53935362212595,0.0006973564564437,0.0714853763896288,0.0679205168773587,"56882/7409/286530/51571/84253/4914/55114/9411/5923/221472/10251/23779/26030/115557/26053/84078/23550/89839/23094/10982/201176/1452/54869/5662/4851/22821/397/5879/5894/23365/25959/27334/10252/9267/11214/7052/23526/9448/2305/382/89890/4649",42
"GO:0045022","early endosome to late endosome transport","11/1562","44/18888",0.25,3.02304737516005,4.0338402346622,0.000711126242702207,0.0715951742206258,0.0680248392690138,"84376/84079/29911/5289/4478/23011/1601/2013/51652/5605/2316",11
"GO:0072132","mesenchyme morphogenesis","13/1562","58/18888",0.224137931034483,2.71031833635039,3.91686531777336,0.000746655123850081,0.0738533611976624,0.0701704141324666,"90/653/2253/6909/4851/4087/324/6591/2260/7046/4194/3516/4487",13
"GO:1903320","regulation of protein modification by small protein conjugation or removal","35/1562","241/18888",0.145228215767635,1.7561271059021,3.54708579314181,0.000768769287462342,0.0747296765984945,0.0710030291088177,"59343/7415/55743/100287171/54472/50813/575/150684/57162/51256/10075/10210/7329/7805/3300/10625/165324/10055/6500/51160/3304/54765/11338/55765/254170/6659/123879/3326/80254/7046/54552/23077/6872/9759/55869",35
"GO:0048024","regulation of mRNA splicing, via spliceosome","20/1562","112/18888",0.178571428571429,2.15931955368575,3.69473661005864,0.000809035275295841,0.0749630301130775,0.0712247456629734,"8241/7536/6733/6428/54715/6433/10659/3191/10772/60680/11338/3190/54502/6434/51341/1655/6429/56853/2332/57060",20
"GO:0031334","positive regulation of protein-containing complex assembly","30/1562","197/18888",0.152284263959391,1.84145017776247,3.56465990088018,0.000816599657300654,0.0749630301130775,0.0712247456629734,"3071/7415/2241/10142/10602/4926/55755/122060/55719/146206/81857/64581/11124/7157/253725/3304/4478/948/5879/6249/23332/9530/5336/57606/140609/1003/5908/54552/9659/382",30
"GO:0003198","epithelial to mesenchymal transition involved in endocardial cushion formation","6/1562","15/18888",0.4,4.83687580025608,4.46350217545155,0.000824354002662435,0.0749630301130775,0.0712247456629734,"2253/4851/6591/7046/3516/4487",6
"GO:1904507","positive regulation of telomere maintenance in response to DNA damage","6/1562","15/18888",0.4,4.83687580025608,4.46350217545155,0.000824354002662435,0.0749630301130775,0.0712247456629734,"4798/54891/79913/8607/125476/7528",6
"GO:0051085","chaperone cofactor-dependent protein refolding","9/1562","32/18888",0.28125,3.40092829705506,4.08133500875728,0.000861308517797836,0.0767993274024373,0.0729694697916401,"30001/3312/10728/3306/972/2580/3304/3337/11080",9
"GO:0007020","microtubule nucleation","11/1562","45/18888",0.244444444444444,2.95586854460094,3.94406210477831,0.000871790875089746,0.0767993274024373,0.0729694697916401,"10844/10142/2801/122060/8874/3304/27229/24139/23332/57606/9659",11
"GO:0006457","protein folding","33/1562","225/18888",0.146666666666667,1.77352112676056,3.50465732836387,0.000901603488925937,0.0782036995471452,0.0743038081804712,"10049/134266/567/30001/2896/3312/27000/644591/51398/5034/8425/10728/10576/64215/3300/3306/972/2580/56886/6892/3304/54431/3315/10294/5204/55898/3337/3326/11080/9530/11328/1457/6102",33
"GO:0016482","cytosolic transport","23/1562","138/18888",0.166666666666667,2.01536491677337,3.59446211436877,0.000928811037298409,0.0793429792164914,0.0753862738247465,"100287171/26115/387680/23085/7874/7805/55658/23074/79735/10749/27147/54832/2580/253725/10772/27131/23230/55275/9648/51542/6272/79585/10139",23
"GO:0032970","regulation of actin filament-based process","50/1562","385/18888",0.12987012987013,1.57041422086236,3.39525568065351,0.000959008359579794,0.0806998377807594,0.0766754680581551,"3071/64857/100287171/57175/51571/2241/1832/387680/2041/10142/81553/55114/10602/998/146206/3728/55616/5318/1946/119/375/6385/253725/171024/673/5144/10630/57704/91807/5879/54434/1436/25959/830/85477/55704/23332/6709/9530/6281/11214/4627/7046/23406/5295/382/91663/54795/961/2316",50
"GO:0070936","protein K48-linked ubiquitination","16/1562","82/18888",0.195121951219512,2.35945160988102,3.70420755817134,0.000985124936734844,0.0816784469604566,0.0776052755889106,"7326/7324/81790/51283/200933/22978/57162/10210/55658/84078/6500/267/54765/23077/7323/89890",16
"GO:0050821","protein stabilization","32/1562","218/18888",0.146788990825688,1.77500029367196,3.4556583992677,0.00105421595063713,0.0861401381114801,0.0818444694552608,"2319/125150/57602/55742/3054/2896/10728/7874/10576/22848/7157/3304/54765/389856/7428/5434/23011/6659/6788/3326/9530/8607/6812/7756/1457/80254/5295/4194/6872/51125/2316/4487",32
"GO:1901873","regulation of post-translational protein modification","35/1562","246/18888",0.142276422764228,1.72043346553824,3.41497894250102,0.00111319619642265,0.0896600022204416,0.0851888036630809,"59343/7415/55743/100287171/54472/50813/575/150684/57162/51256/10075/10210/7329/7805/3300/10625/165324/10055/6500/51160/3304/54765/11338/55765/254170/6659/123879/3326/80254/7046/54552/23077/6872/9759/55869",35
"GO:0033119","negative regulation of RNA splicing","8/1562","27/18888",0.296296296296296,3.58287096315265,4.0325065768297,0.00114333823004244,0.0897181284654887,0.0852440312467789,"8241/6433/10772/11338/3190/6429/56853/57060",8
"GO:0032273","positive regulation of protein polymerization","17/1562","91/18888",0.186813186813187,2.25898045616355,3.61466674598999,0.00115687725684158,0.0897181284654887,0.0852440312467789,"3071/2241/10142/10602/4926/55755/122060/146206/253725/3304/5879/6249/23332/9530/57606/9659/382",17
"GO:2000392","regulation of lamellipodium morphogenesis","5/1562","11/18888",0.454545454545455,5.49644977301828,4.47891118984836,0.00116165721496642,0.0897181284654887,0.0852440312467789,"57175/960/8874/10630/6239",5
"GO:1903358","regulation of Golgi organization","6/1562","16/18888",0.375,4.53457106274008,4.24678813074553,0.00122716870475694,0.0934969886137789,0.0888344457824762,"83452/10142/23271/79591/9659/5605",6
"GO:0120032","regulation of plasma membrane bounded cell projection assembly","30/1562","204/18888",0.147058823529412,1.77826316185885,3.3556718014214,0.00144217191042361,0.108412869746244,0.103006496170467,"100287171/9148/2241/23224/5337/375790/10602/51225/998/146206/51256/54849/26053/4651/54869/27152/6792/324/5879/8655/5205/51196/55704/3064/653464/4134/7046/5295/382/2332",30
"GO:0070507","regulation of microtubule cytoskeleton organization","25/1562","160/18888",0.15625,1.88940460947503,3.39223957756775,0.00148052688744514,0.108796105086956,0.103370620187734,"10142/4926/55755/122060/29899/157922/8874/10982/1946/23271/146057/3304/57704/324/24139/5879/221074/6249/23332/5562/57606/51652/1003/2011/9659",25
"GO:0006260","DNA replication","38/1562","278/18888",0.136690647482014,1.65288921231773,3.29277119651832,0.00148586379774665,0.108796105086956,0.103370620187734,"197342/25942/4673/253714/4798/5928/6419/29980/998/27000/54891/80198/10926/11124/25842/79913/374393/389643/7157/5937/6742/672/23594/246243/23244/5427/5000/4678/2260/54108/8607/125476/5558/84296/254394/4781/7528/79960",38
"GO:0016197","endosomal transport","39/1562","289/18888",0.134948096885813,1.63181796029401,3.24989209299746,0.00164773532653119,0.119101689371575,0.113162281737074,"7415/84376/100287171/84079/387680/6653/23085/8027/57020/7874/55658/23779/137492/23074/79735/27147/93343/51160/29911/5289/253725/4478/57724/80852/27131/23011/1601/30844/55275/157680/2013/51652/9648/51542/382/6272/5605/10139/2316",39
"GO:0060491","regulation of cell projection assembly","30/1562","206/18888",0.145631067961165,1.76099847096702,3.29745259227406,0.00168388894898318,0.120174251827432,0.114181357246841,"100287171/9148/2241/23224/5337/375790/10602/51225/998/146206/51256/54849/26053/4651/54869/27152/6792/324/5879/8655/5205/51196/55704/3064/653464/4134/7046/5295/382/2332",30
"GO:0060382","regulation of DNA strand elongation","6/1562","17/18888",0.352941176470588,4.26783158846125,4.04724522950133,0.00176477241830802,0.122836875239761,0.116711199958019,"4798/54891/79913/8607/125476/7528",6
"GO:0090083","regulation of inclusion body assembly","6/1562","17/18888",0.352941176470588,4.26783158846125,4.04724522950133,0.00176477241830802,0.122836875239761,0.116711199958019,"10049/6653/3300/3306/3304/3337",6
"GO:0002064","epithelial cell development","31/1562","216/18888",0.143518518518519,1.73545312277707,3.26406878675234,0.00180353211893337,0.124003830323736,0.117819960888985,"83605/3913/2241/653/4914/79977/5170/25803/5916/7132/6098/6009/9414/23094/572/10220/51092/4478/5144/4851/231/57103/54768/2317/8985/1003/5908/440193/91663/2947/2316",31
"GO:0007517","muscle organ development","46/1562","359/18888",0.128133704735376,1.54941703907925,3.15570361697091,0.00196584050585198,0.131148525304646,0.124608361545779,"1106/9148/4036/1832/51231/100128927/575/1293/4209/8087/54715/2253/5463/80208/115509/3344/5318/8837/8531/84159/6474/55553/4851/463/124872/8763/2317/79784/3164/55636/55898/1310/27063/5562/140578/7046/51542/2065/493829/23764/1655/5079/5307/3516/4487/55692",46
"GO:0031589","cell-substrate adhesion","46/1562","359/18888",0.128133704735376,1.54941703907925,3.15570361697091,0.00196584050585198,0.131148525304646,0.124608361545779,"87/3717/1012/57091/2192/55742/64098/7791/2241/2041/960/26073/998/5034/4811/8874/3728/5590/5318/1946/6385/201294/7448/253725/673/948/10630/4851/7148/5879/1601/7094/158326/6239/23499/23332/25890/5467/2013/6281/6251/151887/9448/5295/91663/2316",46
"GO:0110053","regulation of actin filament organization","37/1562","273/18888",0.135531135531136,1.63886817407944,3.19252206058516,0.00197860718538218,0.131148525304646,0.124608361545779,"3071/64857/100287171/57175/51571/2241/387680/2041/81553/10602/998/146206/55616/119/375/6385/253725/171024/673/57704/5879/54434/25959/830/85477/55704/23332/6709/9530/6281/7046/23406/5295/382/91663/961/2316",37
"GO:0051225","spindle assembly","21/1562","129/18888",0.162790697674419,1.9684959652205,3.31406238242476,0.00204655442926412,0.131148525304646,0.124608361545779,"203068/10844/29128/26073/2801/4926/9133/29899/84142/347688/10982/3304/27229/23332/7756/51652/140609/80254/26065/2316/10735",21
